1.86035,0.56250,0.20093,0.41211,0.37939,0.90576,0.88721,-0.38501,-1.23438,-0.68408,-0.70166,-0.94775,-0.66553,-0.00977,0.26392,-0.01909,-0.74854,-1.13477,-0.13733,-1.03516,-0.04654,-0.82275,0.17554,-0.31274,1.25293,0.64404,0.04486,-0.69629,-2.51953,0.29126,-0.24426,-1.12402,-0.03119,0.95264,0.95361,-1.39746
-0.55859,2.36133,-0.43091,1.82910,-0.13599,1.11426,0.92090,1.35059,0.97119,1.40723,0.38037,-0.56885,0.36108,0.78369,-0.21460,-1.28027,-0.01205,0.77832,0.54346,-0.69238,0.94971,-0.68945,-0.06647,-0.45312,0.89697,-0.84131,-0.50439,-1.84863,0.35327,1.82324,0.56348,0.01362,0.72021,1.56055,-0.38452,0.23389
-0.97412,-0.19263,-0.41870,0.99902,1.34570,0.62158,-0.67822,0.36279,0.56152,0.25903,-0.22900,-0.84814,0.06177,0.23669,0.64648,0.20740,0.18433,0.85889,0.00596,0.09753,-0.04965,0.06665,-0.02629,-0.00134,-0.03537,-0.01651,-0.01003,-0.00858,-0.04105,0.01633,0.01361,0.08490,0.08197,-0.17017,-0.02324,0.19470
-0.12042,-1.23926,0.79297,-0.90918,-0.77100,0.65381,0.28540,-0.94043,-0.40918,1.26660,-0.35596,-0.99707,-0.68457,1.38672,0.99316,-0.26904,-0.49390,0.97852,1.40234,-0.77734,1.51270,0.25586,-0.27759,-0.39355,-0.66553,0.51611,0.25024,-0.13989,-0.71533,0.27271,-1.58105,-0.49731,0.27441,0.42627,-0.01213,0.48340
0.05328,-1.53125,-0.74072,-0.44678,-1.33008,-1.19238,-0.58740,1.35156,1.02637,0.07556,-0.51855,-0.53711,-0.31958,-0.63525,-0.27832,0.48315,0.93164,-0.86768,-0.19568,0.30762,-0.35620,0.16760,-0.06824,-0.26929,-0.33276,-2.01758,-0.61133,-0.00832,0.19714,-0.00138,-1.56738,-0.85205,-0.80273,1.12305,-0.19690,-0.67676
1.33984,-1.69531,0.38379,0.22339,0.43164,0.76562,-0.62402,-1.62988,-1.95898,-0.51807,-2.17188,-0.21289,0.78320,-2.47266,-0.40796,-1.31055,1.28516,-0.30688,-0.17603,-0.01226,0.36353,0.96533,-1.15234,-0.96533,0.37354,0.92236,-1.49121,-0.18677,1.36914,0.34766,-1.23340,1.07617,0.83154,-1.31348,-0.73047,-0.54102
0.53613,-0.41187,0.56494,0.20166,0.14722,0.73975,0.25366,0.65674,1.77539,0.37085,-1.08398,-0.15845,1.40430,1.73926,-0.58252,-0.19067,0.00371,-0.18994,-0.38525,-0.10736,0.43481,0.33374,0.09595,-0.79004,-0.70850,0.54395,1.12402,0.31519,1.26367,0.34790,-0.22449,-0.10712,-0.73438,0.95752,0.00469,0.04218
0.17493,1.19141,-1.70801,0.82227,0.36523,2.01758,0.72656,1.98730,1.58105,1.58691,1.55859,-0.68750,1.10547,-0.21777,0.06628,0.95117,-0.11969,0.07074,0.11749,0.46289,0.05743,-0.37451,-1.02734,-0.08099,-0.50049,0.60352,0.03464,1.00977,0.95166,-0.59082,-0.41846,0.15417,0.25366,-0.95215,-1.26172,-1.24121
-2.17969,-0.10956,-0.45557,-0.36890,1.02051,-0.15906,-1.14258,-1.23730,-0.29248,-0.20630,0.22034,-0.19104,0.55029,0.59033,0.23096,0.80176,0.57275,0.51562,0.91357,0.75391,-0.46167,-0.59668,-0.17358,-0.99902,-0.50342,0.09406,-0.89062,-0.06323,0.04666,0.07599,0.47266,-0.67188,1.37207,0.18982,1.35352,-0.03992
-0.97412,-0.19263,-0.41870,0.99902,1.34570,0.62158,-0.67822,0.36279,0.56152,0.25903,-0.22900,-0.84814,0.06177,0.23669,0.64648,0.20740,0.18433,0.85889,0.00596,0.09753,-0.04965,0.06665,-0.02629,-0.00134,-0.03537,-0.01651,-0.01003,-0.00858,-0.04105,0.01633,0.01361,0.08490,0.08197,-0.17017,-0.02324,0.19470
-0.36987,0.23010,-0.25610,-0.21875,-1.96094,-0.37280,0.10571,-0.44995,-0.42944,0.75488,0.30371,0.65723,1.03809,-0.96533,-0.47925,0.12610,-0.27002,-1.66992,0.93311,0.58594,1.50684,-1.10742,-2.07227,-0.77930,-0.36011,0.90283,-0.32666,-1.87793,-0.54541,-1.33691,0.26392,0.00148,-2.15234,-1.07617,0.58838,0.94629
-1.63574,1.31055,-1.11035,0.49951,-0.26880,0.83838,2.43945,-0.33618,1.47559,0.00496,0.31567,1.20703,-0.44531,-0.11920,-0.90918,0.65186,-0.00017,1.04297,-0.29004,-1.85742,-0.53613,-1.44043,0.55859,-0.43262,0.81543,-0.91797,-1.87500,-0.93945,1.30078,0.48193,-0.24805,0.50586,0.21460,1.67969,-0.80566,-1.42969
0.13013,-0.61621,-0.91406,-0.31201,0.73584,0.92725,1.42578,0.60400,-0.65039,0.86719,1.31055,1.25391,-0.07251,-0.27539,0.14478,1.01855,0.33569,0.13550,0.08734,0.34302,0.39771,0.10101,0.62354,0.24402,-0.63379,0.69824,0.60938,1.01172,0.87988,0.49194,0.66748,0.48096,0.10419,-1.09766,-0.86084,-1.03027
0.62158,-1.72852,-1.46484,-1.20410,-0.38770,0.94043,-0.82666,1.40723,0.99951,-1.19824,-2.84766,-1.04004,-1.62988,-0.98828,0.07971,-0.88379,0.31152,-0.19470,0.06769,2.73828,0.00889,2.53711,1.12988,0.04330,-1.48828,-5.01172,-0.12598,1.69043,2.48242,-0.49951,-2.52148,3.42188,1.06641,-1.27344,2.07227,2.08789
-0.51367,0.91357,-0.06445,0.60938,0.69189,0.70166,0.05978,-1.28027,-1.07324,-0.67773,-1.10352,-2.13281,0.29517,0.80371,-0.37549,-1.66504,0.34937,0.61426,-0.01785,-0.19202,-0.18213,-0.01608,-0.59961,-0.31689,-0.59326,-0.87549,-0.17761,0.47021,0.15747,0.32837,-0.20959,0.06580,-1.00098,-1.51367,-0.41138,-0.85352
1.13184,-0.67285,2.60156,-0.88818,-2.44531,-0.70264,-1.58594,1.35938,2.20703,-2.47852,-1.74219,-0.65234,1.66602,-1.38086,-0.24915,1.54004,0.61572,0.90576,1.36719,-0.86621,-0.28735,-0.12091,-1.20020,0.39331,0.36914,0.08813,-0.31226,-1.06738,1.29492,-0.51709,0.42529,0.52100,-2.13867,2.54102,0.59473,0.87744
0.17297,0.03275,-1.50977,-0.46069,-1.56934,-1.95508,-1.37207,-1.64258,-0.60254,-0.37671,0.50732,0.45337,-0.11444,-0.20471,-0.54004,-0.76172,-0.30469,-0.38184,0.53125,-0.26001,-0.09552,0.29297,-0.90674,-0.78760,-0.08435,-0.27661,-0.68457,0.16968,-0.07373,-0.50293,-0.60986,0.11487,1.08105,0.32373,-0.12537,-1.10059
-0.55469,0.17151,0.31006,-0.31836,-0.91699,0.31519,0.32544,0.52734,-0.80518,-0.50342,-0.48633,-0.85889,-1.99316,0.33350,-0.15198,-0.50195,-0.27124,0.32812,0.55713,0.27222,-0.57666,-0.49365,-1.13867,-0.21082,-0.47876,0.02802,0.63965,-0.96924,0.03369,-1.22168,-0.49805,-0.21497,0.85596,1.78516,-1.12109,-0.85107
0.66162,0.29858,0.49609,0.62158,1.03418,0.83643,0.80029,0.04407,-0.99951,-0.63623,0.39600,0.93896,-0.42285,1.07422,0.30518,-0.47534,-0.09668,-1.19238,-0.81396,-0.72852,-0.49585,-0.40479,-0.36841,-0.51318,-0.56250,-0.44897,-0.35547,-1.15234,-0.22107,0.24170,0.88135,1.18457,0.72510,0.30737,-0.45483,-0.00187
0.15161,-1.20801,0.78369,-1.13867,-0.95361,-0.26025,0.87158,1.22559,0.55664,0.55029,0.20886,0.15479,0.39282,-0.68945,-1.40820,1.84375,-1.01855,-1.08496,0.36499,0.48755,-0.27783,0.99219,-0.25757,-0.84473,0.34497,0.64209,-1.44629,-0.64648,0.16309,1.74512,0.36157,1.54199,-1.32031,-1.08887,0.12805,-1.73828
